"bernard","wehring","6701497838","22170"	,"5"
"bert","holmes","7402012708","39564"	,"1"
"beth","shapiro","7402300615","13121"	,"4"
"betsy","aller","6601950881","2424"	,"3"
"bette","otto-bliesner","6701853567","33521"	,"8"
"bhaskar","dutta","7102128685","42047"	,"5"
"bin","jiang","36041837900","33684"	,"1"
"bin","li","36071543800","3296"	,"1"
"bin","wang","55729763400","17995"	,"3"
"bindu","panikkar","15065719200","25070"	,"1"
"bingcheng","yang","7404472124","36067"	,"2"
"blair","taylor","8848252200","17470"	,"12"
"bo","wu","55731172400","40416"	,"2"
"bo","xu","23475721000","14432"	,"2"
"bo","xu","7404588937","14432"	,"1"
"bo","zeng","12797692900","16759"	,"3"
"borko","furht","7004960599","40493"	,"5"
"borko","furht","7004960599","41582"	,"5"
"brad","story","7004353527","10408"	,"2"
"bradley","thomson","22939413600","27367"	,"4"
"brajendra","mishra","56181422000","40496"	,"1"
"brandon","schmandt","36099294200","23392"	,"9"
"brenda","hall","56156839000","4355"	,"9"
"brendan","callahan","56769327900","26317"	,"1"
"brendan","hassett","6603895965","37835"	,"1"
"brendan","hodkinson","8587153300","10450"	,"6"
"brent","christner","6602577287","433"	,"16"
"brent","goehring","23097473500","39904"	,"10"
"brent","mishler","6601958116","7703"	,"7"
"brent","nelson","7402428176","20787"	,"5"
"brent","waters","56187888100","1731"	,"19"
"brian","arbic","6602356321","28066"	,"12"
"brian","buckley","55187075800","16759"	,"1"
"brian","chaplin","13402947300","28894"	,"2"
"brian","humensky","35227409300","16067"	,"6"
"brian","johnson","7404749166","39633"	,"1"
"brian","kennedy","36448387600","8918"	,"1"
"brian","kobilka","56777414200","15562"	,"1"
"brian","lazzaro","6603931333","19342"	,"1"
"brian","logue","6701714281","6516"	,"2"
"brian","sheldon","35792381500","32237"	,"1"
"brice","noonan","13605226300","40937"	,"13"
"bruce","aitken","7004180555","6799"	,"3"
"bruce","menge","7003575139","38009"	,"11"
"bruce","peterson","7401663065","28578"	,"23"
"bruce","western","7003553983","34556"	,"4"
"bruno","basso","56705698100","23197"	,"2"
"burak","kantarci","15062778500","40424"	,"1"
"byron","crump","56675649100","39511"	,"1"
"callie","babbitt","6602129130","19043"	,"2"
"can","koksal","6603689767","5050"	,"7"
"carin","ashjian","6603665524","33340"	,"10"
"carla","d'antonio","7004381721","3861"	,"10"
"carlos","levi","7005575283","6900"	,"11"
"carmen","nezat","6603483260","28922"	,"1"
"carol","landis","35566761000","26976"	,"2"
"carol","spencer","36796299700","5681"	,"2"
"carolyn","seaman","7004521032","10018"	,"1"
"caterina","scoglio","6701342531","12748"	,"2"
"cathy","collins","34067518400","29463"	,"2"
"cathy","wu","56140061400","5716"	,"2"
"cecilia","marzabadi","6602245956","25866"	,"1"
"chang","kim","7409873555","36328"	,"1"
"chao","peng","16203670200","40438"	,"2"
"chao","wang","7601493260","40623"	,"4"
"charles","anderson","35615072800","5939"	,"1"
"charles","baylis","8375876200","26762"	,"3"
"charles","clancy","7006894812","9560"	,"3"
"charles","meneveau","7006046344","207"	,"1"
"charles","stevens","7402089315","37257"	,"1"
"charlotte","lee","35092769000","1890"	,"6"
"chen","liu","7410106042","25166"	,"4"
"chen","xu","35771829500","26836"	,"1"
"cheng","zhang","7404159939","34851"	,"2"
"cheng","zhang","7405493634","34851"	,"2"
"cheryl","wilga","57191820903","28515"	,"1"
"chienting","lin","8589287500","3763"	,"1"
"chris","mi","7501652464","37545"	,"1"
"chris","simon","55723230900","2082"	,"6"
"christian","huber","7203045286","10402"	,"6"
"christian","ratsch","7004158901","1245"	,"2"
"christian","teyssier","7005586065","7313"	,"4"
"christina","mccartha","6506195121","36556"	,"1"
"christina","ravelo","7006765934","13172"	,"14"
"christine","wall","7102194935","5695"	,"11"
"christopher","brochu","57193078490","19543"	,"1"
"christopher","carothers","6603747721","8862"	,"2"
"christopher","charles","24324106000","30320"	,"9"
"christopher","lepczyk","6602210762","28750"	,"8"
"christopher","lowe","7201725117","34470"	,"1"
"christopher","myers","55107383200","3081"	,"2"
"christopher","nowotarski","54395939600","37646"	,"2"
"christopher","re","7201896386","28357"	,"3"
"christopher","saski","8906288400","37295"	,"5"
"christopher","smith","7501648058","11649"	,"1"
"christopher","smith","8736055700","4086"	,"1"
"christopher","smith","9250962900","11649"	,"2"
"christopher","white","36462118400","36566"	,"1"
"christos","maravelias","56418944700","25512"	,"1"
"chugey","sepulveda","7007064819","28649"	,"2"
"chun","liu","35069649400","14859"	,"1"
"chunqiang","li","7501684382","2183"	,"2"
"chutima","boonthum","49860909300","39640"	,"2"
"cindy","taylor","36341688300","11548"	,"1"
"clark","johnson","13310349900","10397"	,"5"
"claudio","cioffi-revilla","6603233416","8802"	,"2"
"clemencia","cosentino","56300665900","2613"	,"2"
"clifford","shaffer","7005154739","9971"	,"12"
"colleen","seifert","35606631400","9963"	,"3"
"collin","baker","15757191600","31292"	,"1"
"cong","liu","7409788530","34844"	,"1"
"connie","mulligan","8077054400","326"	,"2"
"constantin","ciocanel","7801359050","25979"	,"1"
"coray","colina","6602074617","22679"	,"2"
"corey","neu","57049469400","27679"	,"2"
"cory","cleveland","56740452900","20477"	,"2"
"courtenay","strong","35612968400","462"	,"1"
"craig","forest","6506353946","35391"	,"1"
"craig","lusk","7003520817","16406"	,"1"
"craig","mcclure","7005442483","32501"	,"1"
"craig","taylor","6602153976","25666"	,"1"
"cristopher","moen","7003331838","35335"	,"1"
"crystal","martin","55958125600","7258"	,"11"
"cynthia","chandler","14014149800","33444"	,"10"
"cynthia","chandler","14014149800","37888"	,"2"
"cynthia","hill","55766973500","21202"	,"1"
"cyril","opeil","8394946000","25898"	,"4"
"daina","briedis","7003855071","194"	,"5"
"dale","gary","7005231589","18458"	,"9"
"damon","chandler","7202786930","5037"	,"1"
"dan","boneh","7003748305","32730"	,"13"
"dan","suciu","7006812452","1005"	,"8"
"dana","hawley","8251894500","1552"	,"2"
"dane","morgan","7403985808","25277"	,"7"
"daniel","ames","12808778700","26842"	,"1"
"daniel","bernstein","7401750218","3349"	,"1"
"daniel","breecker","22936682300","8732"	,"2"
"daniel","chen","7405450362","25999"	,"2"
"daniel","damelin","41460954100","35875"	,"5"
"daniel","ferguson","7403152106","35345"	,"1"
"daniel","goldman","7202137837","29854"	,"3"
"daniel","grayson","16498990700","2709"	,"2"
"daniel","hayes","37015393600","22201"	,"2"
"daniel","kelting","6602246364","11638"	,"1"
"daniel","keyser","7005454026","28882"	,"3"
"daniel","marrone","55757778726","23085"	,"4"
"daniel","marrone","6602613149","23085"	,"14"
"daniel","mccorkle","7003729170","29805"	,"7"
"daniel","ralph","56492377200","31349"	,"1"
"daniel","sandweiss","6603897540","10299"	,"1"
"daniel","schwartz","7403104254","9878"	,"2"
"daniel","schwartz","7403104452","9878"	,"1"
"daniel","walczyk","6701428093","12675"	,"2"
"daniel","work","34874339000","28048"	,"1"
"daniel","zitomer","6701328368","35482"	,"3"
"daniela","nicastro","6602137807","24820"	,"5"
"daniela","oliveira","51461717400","38290"	,"2"
"daniell","mattern","7004164024","11498"	,"2"
"dashun","xu","16644461000","3473"	,"3"
"david","allen","56431273700","8911"	,"2"
"david","banks","55769163900","39221"	,"1"
"david","berg","7401443071","11868"	,"1"
"david","blair","55697098300","36552"	,"1"
"david","britt","35725117400","25969"	,"2"
"david","cinabro","35350877800","39968"	,"1"
"david","clark","7407829273","39584"	,"2"
"david","dill","7005543304","26928"	,"2"
"david","du","7202610862","36483"	,"3"
"david","ernst","55178890000","20297"	,"2"
"david","evans","7601575409","33723"	,"3"
"david","frost","36450553200","20743"	,"5"
"david","gamarnik","6603680864","40202"	,"2"
"david","genereux","6603974189","4522"	,"5"
"david","goldsby","6602207715","41044"	,"2"
"david","gracias","6701384299","36977"	,"2"
"david","hartnett","7003502134","343"	,"6"
"david","hicks","7201513838","23765"	,"2"
"david","hoelzle","23972853200","35742"	,"1"
"david","johnson","7406827388","42229"	,"1"
"david","juedes","6701433085","11587"	,"3"
"david","kaplan","7402904704","32459"	,"8"
"david","letson","6602826307","13220"	,"1"
"david","lilja","7004162134","36279"	,"2"
"david","maddison","35332396100","19645"	,"6"
"david","maier","56797683800","7364"	,"2"
"david","meaney","7005332831","28389"	,"1"
"david","miller","7408349247","1106"	,"1"
"david","moecher","6701527281","37861"	,"3"
"david","neilsen","7003321088","22412"	,"8"
"david","pine","7102750316","1275"	,"2"
"david","pollard","13806362800","13088"	,"6"
"david","ralston","56715300100","24653"	,"1"
"david","reitter","35322961400","39735"	,"2"
"david","reynolds","7401431555","291"	,"6"
"david","roberts","55338221500","24837"	,"3"
"david","simpson","19934710000","7548"	,"1"
"david","stahle","7004236861","20803"	,"11"
"david","stewart","56217196500","31535"	,"1"
"david","stewart","7403643004","41737"	,"2"
"david","tank","7005634344","39492"	,"4"
"david","thilker","6602749666","32496"	,"7"
"david","tholen","7003858081","7334"	,"5"
"david","trilling","6603882082","40054"	,"1"
"david","watkins","7203077839","13198"	,"1"
"david","wild","13102874300","9944"	,"1"
"david","wilkinson","16557061200","11431"	,"1"
"david","willis","7202856138","735"	,"2"
"david","wilson","7410084871","4072"	,"2"
"david","woodruff","56207853000","10604"	,"6"
"david","woon","6603811319","1481"	,"2"
"david,k","lubensky","6603792999","5251"	,"2"
"deborah","herrington","7005853844","8152"	,"1"
"deborah","nolan","7103352085","9704"	,"1"
"deborah","zaitchik","6603185328","18200"	,"2"
"deidre","sullivan","7402474259","41252"	,"1"
"deirdre","mccaughey","36143304100","6092"	,"2"
"deirdre","o'carroll","15926196700","33135"	,"2"
"deng","cao","56301097800","24465"	,"3"
"derrick","lampkin","6507003590","4413"	,"1"
"devaleena","pradhan","23092059500","14123"	,"2"
"dhireesha","kudithipudi","25521663900","37427"	,"1"
"di","ma","56978971700","33708"	,"1"
"di","ma","6601984074","33708"	,"1"
"dianne","martin","55375423100","18146"	,"1"
"diego","restrepo","56821430000","25900"	,"4"
"dimitri","tamalis","6505986846","36334"	,"2"
"dinesh","loomba","6602226732","31642"	,"4"
"dirk","bergemann","6602238547","39816"	,"2"
"divyakant","agrawal","35561936700","19668"	,"3"
"dmitry","berenson","24780413800","41659"	,"4"
"don","liu","36062269400","23768"	,"2"
"don","liu","36076945600","23768"	,"2"
"don","miller","14035931400","36846"	,"2"
"don","miller","55494848900","36846"	,"1"
"don","peter","56842671000","975"	,"1"
"donald","gaver","35571978100","10368"	,"1"
"donald","pfister","7005653944","13562"	,"7"
"donald","price","7403719576","27071"	,"1"
"dong","wang","34969793300","8470"	,"3"
"dong","wang","7501852131","8470"	,"1"
"dong","xu","7404073911","34984"	,"1"
"dong","xu","7404074295","3711"	,"4"
"donghai","wang","55521776100","2641"	,"3"
"dongwon","lee","55698918200","34205"	,"4"
"donna","whitney","7102971390","4688"	,"10"
"dorian","burnette","26653401200","20804"	,"4"
"douglas","allen","36652356600","34818"	,"1"
"douglas","clements","7101885377","8167"	,"7"
"douglas","cole","7402514671","39938"	,"1"
"douglas","cortes","16506251600","31163"	,"4"
"douglas","dreger","7005741006","4870"	,"4"
"douglas","durian","7003570148","21748"	,"4"
"douglas","grotjahn","7003961400","40546"	,"1"
"douglas","irving","7006905380","11300"	,"1"
"douglas","kane","57169763400","13162"	,"1"
"douglas","lowenthal","7102051256","19924"	,"2"
"douglas","nitz","7004436784","11002"	,"1"
"douglas","smith","55784849700","29870"	,"2"
"douglas","soltis","57190294340","37019"	,"3"
"douglas","wiens","7006218722","423"	,"9"
"douglas","williams","36612355200","8621"	,"1"
"douglas","worsnop","56352663700","22254"	,"3"
"drew","schield","55972671200","40971"	,"3"
"dudley","poston","7004635998","5627"	,"1"
"duke","rogers","7402049357","22814"	,"7"
"duncan","walker","55816610300","8087"	,"1"
"dvijesh","shastri","8912338800","2422"	,"1"
"edward","hackett","7004539010","35160"	,"1"
"edward","knightly","7004150113","8888"	,"5"
"edward","rastetter","7003302886","3749"	,"34"
"edward","robinson","26327137500","2183"	,"2"
"edward","robinson","35572030300","2183"	,"1"
"edward","schuur","7004006544","2060"	,"14"
"edward","van,keuren","7003270782","34952"	,"4"
"efstratia","kalfagianni","6602459795","31011"	,"2"
"egbert","schwartz","7201902183","10192"	,"3"
"elaine","craft","6701686566","40934"	,"4"
"elaine","marzluff","6603128433","9973"	,"1"
"eleanor","close","36994334300","17281"	,"1"
"elena","dimitrova","23008039500","41138"	,"2"
"elena","galoppini","6602702679","14553"	,"1"
"elena","litchman","6602591794","584"	,"7"
"elisa","konieczko","6506363682","7039"	,"3"
"elizabeth","brown","7404130504","1310"	,"1"
"elizabeth","cady","23093246500","26891"	,"1"
"elizabeth","durango-cohen","12752293800","25485"	,"1"
"elizabeth","ferriss","25721928500","38162"	,"4"
"elizabeth","kellogg","55221482600","39498"	,"19"
"elizabeth","stone","35291021400","28021"	,"8"
"elizabeth","thomas","7403592152","27653"	,"1"
"elizabeth","zhurova","6701438165","14486"	,"1"
"ellen","currano","23984269000","38894"	,"6"
"ellen","zweibel","7003671762","14311"	,"9"
"ellen","zweibel","7003671762","330"	,"6"
"elliot","douglas","35253560100","8409"	,"9"
"emily","bernhardt","7007044685","19600"	,"17"
"emily","brodsky","8281354300","15432"	,"3"
"emily","carrington","7004703222","33612"	,"1"
"emmett","witchel","22836994600","15992"	,"6"
"enrico","landi","7006768844","19186"	,"9"
"eric","baer","7101818105","1119"	,"4"
"eric","baer","7101818147","8608"	,"2"
"eric","becker","7203088740","42249"	,"5"
"eric","block","7101944126","34988"	,"3"
"eric","brown","55432004100","17277"	,"1"
"eric","cotts","7003314675","19865"	,"3"
"eric","ferreira","7103157458","26238"	,"4"
"eric","freeman","56650639900","17739"	,"2"
"eric","frew","15925020700","575"	,"3"
"eric","hagedorn","8256426600","17250"	,"1"
"eric","hudson","7101662480","16052"	,"1"
"eric","tepe","15838137500","32167"	,"1"
"eric","wang","7403414328","2476"	,"3"
"eric","weber","56447175300","24526"	,"4"
"eric","williams","7403996458","36048"	,"1"
"erich","fisher","8570547400","40977"	,"1"
"erik","novak","56516304200","37935"	,"1"
"erik","seiffert","6602133916","40898"	,"4"
"erika","gonzalez","56523268200","32069"	,"1"
"erin","simons-legaard","55915794200","23199"	,"2"
"eugene","chudnovsky","7004322918","12429"	,"1"
"eugene","domack","56469164400","35154"	,"9"
"eugene","leboeuf","7004591526","9468"	,"1"
"eunsoo","kim","56522053800","34866"	,"1"
"eva","andrei","35510516100","35531"	,"1"
"eve","riskin","35589216800","23522"	,"4"
"evgenia","smirni","6603711126","15203"	,"1"
"ezra","miller","15035594300","30222"	,"5"
"fabio","ribeiro","57026368600","19700"	,"4"
"fan","li","15043268800","14014"	,"1"
"fan","li","26643047100","14014"	,"2"
"fan","wu","7403465997","17459"	,"1"
"fang","li","10046114000","25974"	,"1"
"fang","li","26643047100","25974"	,"4"
"fang","zhao","48362000700","10077"	,"1"
"fang","zhao","7402050194","10077"	,"1"
"fangming","gu","55432284700","9355"	,"2"
"faramarz","fekri","6603758115","7368"	,"6"
"fei","hu","35558675700","23383"	,"2"
"fei","li","8918895500","14866"	,"2"
"fei","xie","35747409600","34173"	,"1"
"feng","chen","25928259900","38847"	,"4"
"feng","gu","35193880100","29057"	,"2"
"feng","han","56298606800","1478"	,"2"
"feng","han","57188563780","1478"	,"1"
"feng","han","8676162800","1478"	,"5"
"feng","li","24401125700","20284"	,"2"
"feng","li","36072000900","21411"	,"1"
"feng","li","55883164600","35295"	,"4"
"feng","liu","26643353400","24139"	,"1"
"feng","liu","55705814200","13426"	,"1"
"feng","wang","35275993000","15108"	,"1"
"feng","wang","37086775700","36601"	,"1"
"feng","zhang","57073338600","41291"	,"1"
"feng","zhu","14049487900","4446"	,"3"
"feng","zhu","55437645700","4446"	,"1"
"fillia","makedon","7003437865","8084"	,"3"
"francis","d'souza","7005924886","30383"	,"1"
"francis","halzen","16482562900","1405"	,"2"
"franco","capaldi","6507184159","37866"	,"1"
"frank","burbrink","6603392663","19581"	,"10"
"frank","claydon","35549922200","787"	,"1"
"frank","mueller","56743601600","15010"	,"1"
"frank","pfenning","7004024513","34380"	,"3"
"frank","rack","6603404696","27106"	,"9"
"franz","mueter","6602973725","7158"	,"4"
"fred","pampel","7004906243","19365"	,"2"
"frederic","wan","7103364054","9090"	,"2"
"fredrick","jenet","55933351600","17531"	,"1"
"gabriel","lopez","55734348725","13406"	,"1"
"gabriel","parmer","8431909100","10994"	,"2"
"gabriela","richard","56748601100","38349"	,"1"
"gail","fanucci","6603685057","32518"	,"3"
"gail","fondahl","56619684900","29614"	,"3"
"gail","mcclure","55916751400","35127"	,"3"
"gang","wang","35486503500","29885"	,"2"
"gaoyong","zhang","55738857300","22974"	,"2"
"gary","dunbar","7004396711","25915"	,"1"
"gary","egbert","7003449105","39903"	,"3"
"gary","harris","7403158277","13395"	,"1"
"gary","holton","26121225300","37899"	,"2"
"gary","pertmer","6602373646","741"	,"1"
"gary","rubloff","23023051800","20536"	,"3"
"gavin","svenson","6603560259","14768"	,"3"
"ge","wang","25636576300","16105"	,"1"
"geoffrey","gebbie","16063747100","29086"	,"4"
"geoffrey","phelps","25422398700","1074"	,"9"
"geoffrey","poole","7101741169","10508"	,"13"
"george","bowes","7006750278","33178"	,"1"
"george","hilley","6602957056","3451"	,"3"
"george","kesidis","7003540724","15976"	,"9"
"george","koch","7401744347","10577"	,"11"
"george","morgan","7402039066","30530"	,"1"
"george","rossman","56559674000","24280"	,"1"
"george","schaller","7005640150","39295"	,"3"
"george","shanthikumar","7005886863","12692"	,"5"
"george","sugihara","7005912152","3432"	,"1"
"george","williams","36948825200","29000"	,"1"
"george","young","7402900768","19737"	,"10"
"gerald","friedland","35229166700","18557"	,"1"
"gerhard","klimeck","56250324100","381"	,"1"
"giovanni","gadda","7003968522","41329"	,"2"
"giovanni","ossola","6602427174","33336"	,"3"
"glenn","flierl","56969453800","39783"	,"1"
"gon","namkoong","7003352299","34882"	,"2"
"gordon","bonan","7005557215","4630"	,"10"
"gordon","richards","7201583792","32351"	,"13"
"gordon","springer","7102937528","17985"	,"2"
"goutam","koley","35598019700","22559"	,"4"
"grace","lim-fong","16425972700","39762"	,"1"
"gracious","ngaile","6603258334","27423"	,"2"
"graham","kent","7102276989","29151"	,"13"
"grant","deane","7003759852","11699"	,"2"
"gregory","jenkins","56157800800","17099"	,"3"
"gregory","love","35221837400","42106"	,"1"
"gregory","rohrer","57040731300","34898"	,"1"
"guang","song","8922748300","1824"	,"1"
"guanling","chen","17433435500","3226"	,"2"
"guido","salvucci","7003687159","37735"	,"1"
"guiling","wang","36127012800","5804"	,"3"
"guoliang","xing","55911526300","34391"	,"1"
"guoliang","xing","7103115606","37733"	,"3"
"guoming","zhu","26642277500","19674"	,"3"
"guoqing","chen","55733466500","41596"	,"1"
"guoquan","wang","55278235500","4367"	,"5"
"guy","grossman","35832606100","19936"	,"1"
"hai","li","56073598000","26636"	,"1"
"hai","zhou","7404743099","36931"	,"2"
"hailiang","dong","55362591800","2529"	,"2"
"haimin","wang","35749326800","27477"	,"8"
"haiyan","hu","8791625600","28981"	,"2"
"haiyan","wang","10440736200","15108"	,"12"
"haiyan","wang","35300716400","15108"	,"1"
"haiyan","wang","35300716400","643"	,"4"
"hang","liu","8888016200","39383"	,"1"
"hanspeter","pfister","23028620700","37822"	,"1"
"hanumant","singh","7404462713","3850"	,"4"
"hao","chen","35573050200","34925"	,"2"
"hao","fang","55143651200","2946"	,"1"
"hao","yan","7403395897","29654"	,"1"
"hao","zhang","10140318700","18137"	,"1"
"hao","zhang","55582915900","18137"	,"1"
"hao","zhang","55701343800","41404"	,"2"
"hao","zhang","7405492536","18137"	,"1"
"hao","zhang","8676162800","33696"	,"1"
"haryadi","gunawi","8975986500","27808"	,"2"
"hava","siegelmann","57191351720","12792"	,"2"
"he","huang","55738228700","29814"	,"1"
"heather","johnson","16064087900","1339"	,"1"
"heather","morrison","7103158474","14318"	,"7"
"heather","watson","8345211500","24265"	,"4"
"heidi","sosik","35570113500","9219"	,"3"
"helen","wong","26322322700","6904"	,"1"
"helene","finger","23093650000","29031"	,"3"
"helmut","knaust","6602291464","12825"	,"1"
"heng","huang","15050507800","26007"	,"2"
"heng","huang","15052138000","21321"	,"1"
"heng","huang","15052138000","26007"	,"1"
"henry","frisch","57085998800","30921"	,"2"
"henry","kautz","7005697997","23831"	,"5"
"henry","kobulnicky","7003686030","5769"	,"4"
"henry","lam","55367068700","42055"	,"1"
"henry","pfister","7201399458","15138"	,"3"
"herbert","levine","35399029700","17412"	,"1"
"hong","jiang","7404627101","3218"	,"4"
"hong","li","15019378600","11646"	,"1"
"hong","li","26643344800","11646"	,"6"
"hong","li","36548432300","11646"	,"2"
"hong","li","55866411200","11646"	,"1"
"hong","li","55971540400","11646"	,"1"
"hong","liu","55894842300","17854"	,"3"
"hong","liu","56003109800","17854"	,"3"
"hong","tang","36088145100","669"	,"1"
"hong","wang","13805871800","9787"	,"2"
"hong","wang","36109285900","9787"	,"1"
"hong","wang","7501733849","9787"	,"1"
"hong","yang","8068501300","14600"	,"2"
"hong","zhang","56073243000","4489"	,"1"
"hong","zhang","56681579300","4489"	,"3"
"hong","zhang","7409194181","4489"	,"1"
"hong","zhou","35235999300","26010"	,"3"
"hong","zhou","7404741923","25911"	,"2"
"hongbo","zhou","8392909100","23383"	,"1"
"honggang","wang","13805871800","34957"	,"6"
"hongwei","qu","8530499500","22218"	,"1"
"hongxing","liu","12240469400","7097"	,"4"
"hossein","haj-hariri","6701539908","4203"	,"1"
"howard","conway","7006955607","10142"	,"23"
"howard","fairbrother","7004543225","16919"	,"5"
"huaiyu","dai","57188803741","22257"	,"2"
"hualiang","zhang","57192483806","9022"	,"1"
"hui","chen","56397266400","4267"	,"1"
"hui","li","7409240552","8747"	,"5"
"hui","wang","15057453100","40551"	,"1"
"hui","wang","16044332500","27779"	,"1"
"hui","wang","7501745655","40551"	,"1"
"hui","wang","7501876386","18808"	,"6"
"hui","wang","8058563300","35701"	,"1"
"hui","xiong","54387642200","17409"	,"1"
"ian","anderson","7201352539","10814"	,"2"
"ian","billick","7004175017","20212"	,"1"
"ian","dworkin","6508245988","1108"	,"5"
"ian","wallace","7006235790","38037"	,"1"
"ilan","levine","7005349491","17583"	,"1"
"indranil","gupta","56211916200","2334"	,"7"
"insup","lee","36071144900","24867"	,"11"
"ioan","raicu","8431508500","5089"	,"3"
"ion","mandoiu","6603701683","42455"	,"2"
"ishwara","bhat","35562774500","21765"	,"1"
"izzet","coskun","55880905800","1715"	,"3"
"jack","dibb","7006686129","39244"	,"10"
"jack","harris","55474569000","6947"	,"2"
"jack","saltiel","7004325769","29901"	,"1"
"jacob","esselstyn","6602234379","26802"	,"8"
"jacqueline","mcsweeney","57078331800","39602"	,"1"
"jagannathan","sankar","57000634300","279"	,"2"
"jaihyun","park","35201716400","20330"	,"1"
"james","anderson","55497552100","17169"	,"1"
"james","carroll","7402034978","2440"	,"1"
"james","davis","24293230200","18196"	,"3"
"james","ferri","12753199700","24324"	,"5"
"james","hone","55398262400","41422"	,"2"
"james","hubner","7006788636","29366"	,"1"
"james","kellner","24765238200","5882"	,"18"
"james","kinsey","7101820577","5654"	,"3"
"james","kroger","7005309095","5950"	,"1"
"james","lester","7202753635","35330"	,"1"
"james","mcnamara","7401469528","33364"	,"8"
"james","moffett","7005711340","39770"	,"22"
"james","moon","35726004100","11578"	,"1"
"james","myers","56024161800","1456"	,"4"
"james","o'hara","7101668293","10546"	,"4"
"james","spillane","7006388245","26921"	,"6"
"james","stone","14024929200","26016"	,"1"
"james","taylor","7405408543","20053"	,"1"
"james","white","8068220100","37131"	,"1"
"james","white","8068220100","4382"	,"1"
"james","yoder","7102730437","11921"	,"3"
"james","zachos","7003450850","25428"	,"2"
"jan","amend","7005407525","1430"	,"3"
"jane","friedman","15126943900","39582"	,"2"
"janice","huss","6603846383","19465"	,"1"
"janice","musfeldt","7003323480","16525"	,"5"
"jason","dejong","7005368829","36071"	,"8"
"jason","ernst","10039724300","18961"	,"2"
"jason","flinn","7007104232","902"	,"6"
"jason","fridley","6701851263","17567"	,"4"
"jason","kumar","7201862568","18495"	,"3"
"jason","merrick","7102204054","15826"	,"2"
"jason","monnell","9239235000","16908"	,"1"
"jason","rife","9241335500","24783"	,"1"
"jason","wright","55483257800","14230"	,"12"
"jay","walton","7401784963","11845"	,"1"
"jay","whitacre","7003310456","30822"	,"1"
"jayasimha","atulasimha","6508238509","8755"	,"5"
"jean","mariaux","6603691245","301"	,"1"
"jeanne","romero-severson","6701439185","3722"	,"2"
"jeff","lewis","7406379879","14801"	,"1"
"jeff","phillips","12646412700","27887"	,"18"
"jeff","wilson","7407987277","5540"	,"2"
"jeffrey","chen","56709007900","17050"	,"2"
"jeffrey","drazen","7202121266","9271"	,"7"
"jeffrey","feder","56583719800","10456"	,"3"
"jeffrey","freymueller","7004061281","10143"	,"7"
"jeffrey","freymueller","7004061281","33320"	,"7"
"jeffrey","holmes","7403240348","25231"	,"4"
"jeffrey","hughes","55449752100","18191"	,"2"
"jeffrey","lee","26643287300","33793"	,"1"
"jeffrey","mcguire","7202221708","19768"	,"3"
"jeffrey","riffell","6507042792","8475"	,"2"
"jeffrey","winicour","57191294971","41295"	,"2"
"jeffrey","wolchok","7003481267","31005"	,"1"
"jelle","atema","7004860580","39766"	,"3"
"jennie","si","7102209568","16423"	,"3"
"jennifer","bekki","24437851600","985"	,"2"
"jennifer","cromley","6507953387","29328"	,"2"
"jennifer","johnson","35277908000","14298"	,"8"
"jennifer","karlin","23094559800","19879"	,"7"
"jennifer","knight","7401751389","24323"	,"5"
"jennifer","lau","7402446073","37483"	,"3"
"jennifer","rudgers","6603088516","28702"	,"11"
"jenny","archibald","7005903050","10487"	,"4"
"jenny","tung","36852201800","31136"	,"2"
"jerald","caton","7103367524","26754"	,"1"
"jeremiah","williams","57069260500","40570"	,"1"
"jeremy","ernst","23093627800","11854"	,"2"
"jeremy","jones","7406480535","3735"	,"2"
"jeremy","smith","12039118200","33250"	,"1"
"jerry","harrington","7202784114","35517"	,"14"
"jessaca","spybrook","31767720200","36208"	,"4"
"jesse","gregory","7402520165","37246"	,"3"
"jesse","hoagg","6507706529","31127"	,"1"
"jessica","chapman","56311661700","39634"	,"1"
"jessica","li","36053384800","4510"	,"1"
"ji","he","37047778100","9899"	,"2"
"ji","he","55492754100","9899"	,"1"
"ji","he","8279094100","9899"	,"1"
"ji","shen","55964982500","42001"	,"2"
"jia","di","36007134400","14784"	,"1"
"jia","li","27168925000","7373"	,"2"
"jia","li","27170630300","8113"	,"2"
"jia","li","36082873200","8113"	,"1"
"jia","li","7410097296","8113"	,"1"
"jian","chen","26643214500","21337"	,"1"
"jian","chen","36038004400","37308"	,"2"
"jian","chen","7501902384","21337"	,"1"
"jian","chen","9250810600","21337"	,"3"
"jian","hu","55742359300","29907"	,"1"
"jian","hua","24775727200","29326"	,"2"
"jian","sun","56331637000","2715"	,"1"
"jian","xie","23111654300","16121"	,"1"
"jian","xie","56004313000","16121"	,"1"
"jianping","fan","7402795255","19655"	,"1"
"jianwei","zhang","56032527300","36903"	,"1"
"jie","liang","55453436400","5693"	,"2"
"jie","wu","12345581800","11840"	,"1"
"jie","wu","35313047900","36506"	,"1"
"jie","wu","36136281200","5929"	,"2"
"jie","wu","7402944566","19660"	,"1"
"jie","wu","7406897150","9861"	,"1"
"jie","wu","8318570600","5929"	,"2"
"jie","yu","8944480800","587"	,"1"
"jie","zhang","55797896100","11778"	,"2"
"jifeng","liu","56486122000","41502"	,"1"
"jigang","wang","55930996000","5131"	,"1"
"jiming","bao","56911661800","11138"	,"1"
"jin","ha","13403809300","5809"	,"3"
"jin","ha","56071877600","5809"	,"1"
"jin","ha","7601313640","5809"	,"3"
